"Symbol","Series","Date","Prev Close","Open Price","High Price","Low Price","Last Price","Close Price","Average_Price","Total Traded Quantity","Turnover","No. of Trades","Deliverable Qty","% Dly Qt to Traded Qty"
"CANBK","EQ","10-Dec-2021","        215.00","        214.70","        223.00","        212.60","        222.30","        222.15","        218.25","   12169270","          2655952718.45","      54493","    3202789","         26.32"
"CANBK","EQ","13-Dec-2021","        222.15","        223.90","        224.00","        216.65","        217.40","        217.20","        219.92","    7861327","          1728897552.80","      47179","    1645962","         20.94"
"CANBK","EQ","14-Dec-2021","        217.20","        216.85","        217.30","        212.15","        215.25","        215.60","        215.19","    8291075","          1784186047.90","      39416","    1510885","         18.22"
"CANBK","EQ","15-Dec-2021","        215.60","        215.70","        217.40","        210.70","        211.15","        211.25","        213.99","    5799757","          1241080988.05","      38368","    1410917","         24.33"
"CANBK","EQ","16-Dec-2021","        211.25","        213.00","        214.90","        209.75","        212.50","        212.20","        212.09","    5365219","          1137889527.80","      29663","     582913","         10.86"
"CANBK","EQ","17-Dec-2021","        212.20","        211.40","        211.40","        201.10","        202.00","        202.10","        204.93","    9513709","          1949598428.90","      61296","    2389776","         25.12"
"CANBK","EQ","20-Dec-2021","        202.10","        199.00","        200.00","        188.10","        190.40","        190.85","        192.50","   11148548","          2146083484.30","      64612","    2680593","         24.04"
"CANBK","EQ","21-Dec-2021","        190.85","        193.85","        195.85","        190.40","        193.00","        192.20","        193.56","    7310594","          1415051883.05","      38616","    1320684","         18.07"
"CANBK","EQ","22-Dec-2021","        192.20","        194.40","        202.35","        194.25","        198.00","        197.70","        197.72","   12343053","          2440431200.15","      63944","    1709276","         13.85"
"CANBK","EQ","23-Dec-2021","        197.70","        199.40","        203.80","        197.90","        200.40","        200.50","        200.73","    9264197","          1859598605.30","      49971","    1249034","         13.48"
"CANBK","EQ","24-Dec-2021","        200.50","        201.70","        201.90","        193.00","        194.25","        193.95","        195.37","   10186277","          1990120671.35","      53485","    1765625","         17.33"
"CANBK","EQ","27-Dec-2021","        193.95","        190.00","        196.50","        186.40","        195.90","        195.60","        192.91","   10053249","          1939364875.70","      58649","     882638","          8.78"
"CANBK","EQ","28-Dec-2021","        195.60","        197.10","        198.45","        195.65","        197.60","        197.85","        197.20","    5387946","          1062489703.95","      28507","     797580","         14.80"
"CANBK","EQ","29-Dec-2021","        197.85","        197.05","        199.45","        195.70","        196.00","        196.70","        197.68","    5737095","          1134110601.60","      31380","    1207843","         21.05"
"CANBK","EQ","30-Dec-2021","        196.70","        196.00","        196.40","        193.50","        195.35","        195.00","        194.95","    6021677","          1173939371.65","      30277","    1243355","         20.65"
"CANBK","EQ","31-Dec-2021","        195.00","        196.05","        201.35","        195.85","        199.75","        199.95","        198.99","    7201753","          1433047263.70","      36426","    1458301","         20.25"
"CANBK","EQ","03-Jan-2022","        199.95","        199.70","        206.40","        198.60","        206.20","        205.45","        203.14","    7790751","          1582650763.00","      45578","    1432532","         18.39"
"CANBK","EQ","04-Jan-2022","        205.45","        206.45","        209.00","        204.35","        206.45","        206.55","        206.86","    9340933","          1932278376.75","      45231","    1434591","         15.36"
"CANBK","EQ","05-Jan-2022","        206.55","        206.50","        212.05","        205.15","        210.90","        211.00","        209.13","   11554362","          2416330360.60","      75382","    2709613","         23.45"
"CANBK","EQ","06-Jan-2022","        211.00","        208.95","        213.75","        207.45","        212.30","        212.50","        210.88","   10730879","          2262936127.45","      49840","    2184976","         20.36"
"CANBK","EQ","07-Jan-2022","        212.50","        213.25","        215.60","        209.70","        212.30","        212.30","        212.98","    8675299","          1847625905.05","      49518","    1319157","         15.21"
"CANBK","EQ","10-Jan-2022","        212.30","        213.30","        220.80","        213.30","        219.65","        219.70","        217.70","   10305642","          2243584865.80","      52681","    2667381","         25.88"
"CANBK","EQ","11-Jan-2022","        219.70","        217.25","        223.25","        217.25","        221.00","        221.40","        220.94","   11506031","          2542128949.25","      57894","    3274497","         28.46"
"CANBK","EQ","12-Jan-2022","        221.40","        222.80","        226.15","        221.50","        221.90","        222.75","        223.91","    8084558","          1810179558.55","      44635","    2786551","         34.47"
"CANBK","EQ","13-Jan-2022","        222.75","        222.60","        227.15","        220.70","        225.35","        225.35","        224.53","    8399690","          1886015054.55","      52157","    1715047","         20.42"
"CANBK","EQ","14-Jan-2022","        225.35","        224.90","        228.35","        223.50","        227.20","        227.65","        226.76","    8073327","          1830707622.25","      56348","    2340275","         28.99"
"CANBK","EQ","17-Jan-2022","        227.65","        227.60","        230.35","        227.10","        227.90","        227.70","        228.66","    4905876","          1121778207.85","      30809","     905002","         18.45"
"CANBK","EQ","18-Jan-2022","        227.70","        228.40","        230.00","        221.70","        223.65","        223.10","        226.95","    7247346","          1644767060.80","      40764","    1214765","         16.76"
"CANBK","EQ","19-Jan-2022","        223.10","        222.30","        229.90","        220.85","        228.20","        228.40","        225.16","    7422599","          1671305952.85","      43690","    1133953","         15.28"
"CANBK","EQ","20-Jan-2022","        228.40","        229.20","        232.40","        226.80","        228.30","        228.45","        229.91","    9890494","          2273925177.65","      60955","    1841430","         18.62"
"CANBK","EQ","21-Jan-2022","        228.45","        224.90","        226.70","        213.30","        216.85","        215.60","        219.32","   10638551","          2333299883.75","      72420","    2637693","         24.79"
"CANBK","EQ","24-Jan-2022","        215.60","        215.60","        217.60","        204.65","        207.45","        208.70","        210.36","   10454987","          2199319512.10","      65516","    2146002","         20.50"
"CANBK","EQ","25-Jan-2022","        208.70","        206.50","        223.25","        205.45","        220.40","        221.40","        217.30","   12089545","          2627091802.10","      68275","    1746583","         14.45"
"CANBK","EQ","27-Jan-2022","        221.40","        218.00","        242.25","        216.00","        240.55","        240.80","        232.25","   46941087","         10902278678.25","     257958","    7553049","         16.09"
"CANBK","EQ","28-Jan-2022","        240.80","        242.25","        243.90","        236.55","        238.70","        238.90","        240.83","   21796914","          5249267225.05","     131301","    4026383","         18.47"
"CANBK","EQ","31-Jan-2022","        238.90","        241.40","        254.40","        241.00","        252.40","        252.95","        249.59","   29420484","          7343134662.65","     183364","    5683006","         19.32"
"CANBK","EQ","01-Feb-2022","        252.95","        254.85","        261.60","        245.00","        258.40","        258.75","        253.64","   34673381","          8794433531.20","     199928","    6992810","         20.17"
"CANBK","EQ","02-Feb-2022","        258.75","        259.70","        272.00","        257.75","        268.00","        269.65","        266.95","   27204313","          7262325576.65","     160977","    5237081","         19.25"
"CANBK","EQ","03-Feb-2022","        269.65","        268.70","        272.80","        264.10","        264.20","        264.90","        268.56","   16775296","          4505092872.45","      88987","    4079226","         24.32"
"CANBK","EQ","04-Feb-2022","        264.90","        265.45","        268.80","        259.20","        260.90","        261.00","        263.37","   11744286","          3093072928.75","      80318","    1758487","         14.97"
"CANBK","EQ","07-Feb-2022","        261.00","        261.50","        266.65","        256.85","        257.60","        258.10","        261.74","   15923437","          4167839672.10","      93717","    2541361","         15.96"
"CANBK","EQ","08-Feb-2022","        258.10","        258.50","        263.45","        251.80","        260.25","        260.70","        257.93","   15401072","          3972443491.10","      88320","    1501430","          9.75"
"CANBK","EQ","09-Feb-2022","        260.70","        261.80","        263.10","        255.25","        260.65","        260.25","        258.77","    9234499","          2389586981.85","      54536","    1113392","         12.06"
"CANBK","EQ","10-Feb-2022","        260.25","        260.55","        262.90","        256.80","        258.70","        258.80","        259.73","    8841159","          2296288464.50","      55386","    1282784","         14.51"
"CANBK","EQ","11-Feb-2022","        258.80","        257.10","        261.05","        250.20","        250.50","        251.50","        255.36","    8807436","          2249025875.40","      50572","    1831956","         20.80"
